ID,BAG,CNTXT,AreaFunction,level,pXRFno,X_Coord,Y_Coord,material,Ag,Al,As,Au,Ca,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Sr,Ti,V,Zn,synthetic
2199,10_049,Rm4,residential,2.0,Rm5_B164_D-3,667068.5121,9238792.77,pottery,13769.125407595007,439.65196234306063,775.3910711217663,1.0,29978.348546434863,310.0,3433.0,302.0,4879.362888501426,947.0388960842456,7627.0,348.0,256.0,983.0,0.0,0.0,0.0,0.0,True
631,15_861,Rm4,public_activity,0.0,459_6,667094.4856,9238767.944,pottery,12.0,885.0,545.3567711329379,418.0,28468.157100628785,30.58954210125546,1185.0,215.0,9773.388993275077,92548.10994638689,1.0,179.991065037631,351.0,1452.0559936639766,0.0,0.0,0.0,0.0,True
2362,15_241,Rm6,unknown,4.0,Plz2_B197_D-ext1,667072.9605,9238799.826,pottery,11388.022267923021,3335.536407296379,21330.395457115963,66.1952176408102,616443.0,1539.8859447449122,11652.0,433174.06997507816,113456.19538532554,842.0,7120.645070642167,9140.165970052076,309.0,45610.98190211877,0.0,9197.228744934213,890.0,0.0,True
1553,15_922,Rm4,unknown,7.0,15_781_1,667305.9725,9238763.415,pottery,15096.275386979469,932.0,1915.0,513.0,593871.5183033538,785.8214906992416,4283.0,49235.73372921959,58701.78210085487,974.7500757901066,8235.823710286435,41994.205456407246,500.0,3027.9526420801685,0.0,7081.887988084607,866.0,2687.186924169094,True
3310,10_159,Songoy,foundary,2.0,Sgy-B_B91_A-ext3,667070.3275,9238764.075,pottery,11351.619724952707,2483.1553703900436,0.0,8131.0,349327.38800496387,2493.323255081817,27391.0,3483591.6113541913,156536.2289858486,1.0,59227.66383710467,46424.40295802969,3296.51282194242,10665.93901844952,0.0,92560.0,4177.604716843944,12387.124119537884,True
6872,10_176,Cor1,foundary,0.0,337_1,667071.2203,9238783.96,pottery,7.0,793.0,272.0,1968.0,639330.191322903,1756.7616284521614,13682.0,800023.0966285613,144717.16577425442,1.0,55204.78175047521,49559.05122914779,2585.4655523427937,9673.0,0.0,75385.97432458257,6199.344398658155,13161.501126170588,True
1374,15_860,Songoy,foundary,3.0,10_174_a,667089.9694,9238783.521,pottery,11359.0,2089.594387043217,1.0,2101.8572487342867,221690.42449517583,1204.800024185868,8513.0,2777694.297205503,144633.0518690251,1.0,49167.0,42287.0,4824.921582155786,3118.100832122104,0.0,106674.46272160536,7948.0,9405.290677106523,True
766,15_411,WkshpH,unknown,4.0,15_609_3,667095.2267,9238771.901,pottery,12269.970834917454,2736.376298647664,1.0,1813.0,211354.64067319367,956.0,11745.0,893202.2120251965,38777.120552280656,836.2758811116223,15046.165106956647,5318.1858911881245,1994.0,3767.0,0.0,20497.268820550424,1146.156396159878,3944.099249250119,True
121,10_184,Pla2,unknown,0.0,679_5,667073.053,9238792.418,pottery,13458.02181174235,3437.8721745224966,6565.733118226406,1964.0,145681.01169531702,955.0,6835.0,572101.7013717868,135860.5653242867,19058.153498328502,1065.0,302.0,494.0,53037.417351350974,0.0,10415.330577806879,0.0,0.0,True
2287,15_337,Rm2,burial,4.0,PlaGato2_B68_A-1,667093.3724,9238793.489,pottery,6.0,1286.179957637587,0.0,7248.868554285573,66208.29512776354,797.0,1727.0,777940.1777893227,60900.72364538352,1.0,17810.909636396118,4468.0,151.46032183643285,1212.529081787025,0.0,72280.88285585368,6606.0,7005.666820456175,True
1663,15_215,Rm6,unknown,2.0,176_2,667073.538,9238364.106,pottery,9996.564380323505,740.4235939881792,188.0,326.68308816978066,33671.11229277226,336.0,3919.0,804918.6319756637,8975.89274125728,1.0,9138.886729087344,2114.4596455178275,44.0,5576.503531506998,0.0,40580.69911324729,2871.1723518122944,4481.927210426588,True
2386,15_359,Rm6,pottery_production,6.0,757_1,667066.0126,9238700.795,pottery,9997.0,3676.7766106536023,15866.875159282237,299.0,265356.3671697323,1441.8404132355508,4211.0,284.0,50993.17641008446,1243.5464610042472,774.0,5067.594328153201,588.3540030073736,9126.804123236443,0.0,8207.291771118638,0.0,0.0,True
1018,10_199,Rm4,pottery_production,2.0,15_683_4,667091.2361,9238792.588,pottery,16913.924220651596,0.0,6136.9676373852235,500.0,569841.019295308,201.9084949432715,3524.0,340.0,16546.19292202701,1006.0,1011.0425460219057,6121.1157416589585,1496.9255574697036,37026.86357103521,0.0,0.0,6610.0,11894.293169372111,True
1464,15_812,Rm6,unknown,3.0,230_6,667056.386,9238571.304,pottery,8226.9039157603,2887.0,27311.64615805394,359.0,600848.7756076461,435.0,10519.0,230.03598293609133,111827.81721469718,110802.9518959258,1.0,4627.961194776708,87.84887612068508,78997.35368602429,0.0,0.0,0.0,0.0,True
6910,15_683,Songoy,pottery_production,4.0,407_3,667177.5583,9238770.312,pottery,11094.201382233381,20797.743925398103,25368.82555813665,9871.95701638256,1043801.1131837713,3265.3406665500806,12653.0,797357.199684547,248735.0887813483,20060.56749830996,19878.052010226376,6891.450659572327,74050.49809425,40043.73420407655,0.0,18847.237484396872,720.0,1827.7541452847186,True
1038,15_583,Rm4,burial,0.0,583_27,667061.9444,9238771.901,pottery,5378.45222548439,2257.108451785308,0.0,6519.322881908609,92255.29168488769,1131.0,3979.0,3297545.671429396,51550.55856773609,1.0,21159.672440022838,5437.181626855229,409.0,1054.790849953361,0.0,97298.09540609828,9092.0,9515.591232365334,True
2130,15_860,Pla1a,foundary,3.0,15_781_3,667092.0866,9238794.902,pottery,12208.231857136925,0.0,827.8027164391779,0.0,38583.131121288265,274.0,1686.0,259.0,5883.41041715082,1.0,1.0,319.0,0.0,9347.289190630543,0.0,0.0,0.0,0.0,True
611,10_093,Songoy,residential,2.0,768_8,667070.0678,9238785.384,pottery,10.0,5859.348934601182,1053.146447022451,7759.054888730243,519474.42450706486,1471.914666758752,2000.0,2946239.85111557,91808.27264958445,1.0,66396.79936597894,13243.637733731943,1110.0,1435.0235127202236,0.0,80167.40869087087,8258.0,3047.792076970727,True
353,15_609,Rm4,foundary,0.0,611_8,667092.1749,9238768.884,pottery,8.0,3530.0,61.0,2185.0,113304.72280964664,903.299343210593,3222.0,1106980.4843404687,113655.84091580594,1.0,11216.142683006972,5211.0,260.0,2809.2705469200723,0.0,110025.0,4003.9267821067733,4231.486435893723,True
1594,15_136,Rm5,unknown,4.0,611_8,667095.9239,9238794.669,pottery,9.0,797.0,21.0,426.0,32330.632151653663,518.0,1418.0,2242637.0,8485.367826197391,1.0,17633.637689786883,396.0,43.716998111359715,4665.758266911002,0.0,91730.57348765226,2380.9064234096413,4820.378805318223,True
370,15_337,Rm4,public_activity,0.0,750_5,667046.1997,9238603.941,pottery,16097.0,2354.0,615.0,250.12340535158467,33564.372389499986,225.0,3658.0,278.4386400879555,11709.547081512465,22471.663057895923,1067.087132959926,227.0,272.0,17048.0,0.0,0.0,0.0,0.0,True
1922,10_192,Rm12,unknown,0.0,15_759_2,667065.4146,9238792.986,pottery,5.0,601.0,0.0,209.0,16550.308521580948,290.0,1736.0,256.0,8208.433926186635,1.0,623.6590857738863,134.35802535973568,1.0,10019.975926890002,0.0,0.0,0.0,2768.0,True
545,15_765,Rm2,unknown,3.0,15_272_2,667073.548,9238919.79,pottery,16298.127873265417,856.0,15985.656675463146,814.9471171810646,887857.6505009531,1386.0,16258.0,401.0,83156.805935179,11216.994985369625,10055.75680064422,44893.0,845.8642963683264,4591.629977713718,0.0,10536.225419541446,3167.755518844395,5171.357781840645,True
165,15_679,Rm6,pottery_production,4.0,136_31,667093.9168,9238698.986,pottery,12849.150260020075,2038.0,0.0,2428.0,215960.31675642222,1004.0,3810.0,2698477.011787155,58684.9202989113,1.0,69397.0,45797.54924726977,317.0,2225.478452030944,0.0,115515.0,8771.0,14895.0,True
2380,15_814,Rm2,public_activity,0.0,782_7,667073.6281,9237977.195,pottery,14151.0,3769.0,1.0,8766.0,446059.0,1350.2548941252253,12581.0,3088309.0,203336.99293018787,1.0,55554.0,18876.17107267918,4021.2451071231603,6177.510948909243,0.0,102949.0,1755.1821334320618,6211.872693993221,True
6874,15_479,Rm23,burial,4.0,241_10,667094.8132,9238907.1,pottery,13341.0,939.0,1.0,567.2559289735514,20663.252826084292,243.0,3281.0,912191.2745331555,16059.984642367283,1.0,18054.704353377558,304.2063625637137,246.0,1093.0,0.0,74111.33461987921,1130.6063454423313,4823.778044592383,True
7118,15_583,Rm5,pottery_production,4.0,Cir48House_B71_A-1,667304.8437,9238760.915,pottery,12724.120288836712,769.0,748.0,799.1312948667519,679384.7022793262,1685.8804871827874,11309.0,687303.1483463701,47946.36440528428,1.0,19237.20685950658,5336.204435608401,255.0,5758.2926859085965,0.0,11030.134841479045,855.8837853425662,9721.618200615718,True
8,15_611,Rm6,foundary,3.0,772_12,667093.6333,9238098.003,pottery,11928.229474681828,1677.0040126426668,0.0,2123.977433280347,41882.66668941422,796.9099589391133,1569.0,3336822.2610462443,91880.39326035735,1.0,43473.55644019166,431.85966535215914,6727.0,3253.656395255115,0.0,83946.0,3639.3930494026076,8074.961767754381,True
2333,15_843,Rm4,public_activity,0.0,856_1,667105.2232,9238705.636,pottery,11842.0,1609.2025404628243,2222.632074494987,365.0,505852.45548597065,768.0,6885.0,260.0,9687.358078619136,8344.860111128888,810.8180324494575,37962.53500527583,1.0,9879.217902687873,0.0,8367.840207495161,454.7118550666564,2521.1550739346403,True
208,15_625,Rm4,foundary,0.0,781_2,667178.2595,9238772.186,pottery,13509.960571521919,3638.0,1.0,4238.285700907505,52688.744551062184,955.4360876668648,8861.0,726600.1110322567,120423.0,9543.82812552648,11167.92920564318,5398.737950406872,1282.1906814449067,34435.39088432131,0.0,20284.391858633906,873.9766132898039,3480.1702327619696,True
2416,15_136,Songoy,unknown,4.0,363_3,667254.6388,9238762.781,pottery,12533.133346313763,1107.0,1.0,1850.025213036079,531638.1774085034,2094.578468238714,11161.0,3298938.0,92356.67471420922,1.0,62598.07215994651,49326.0,1.0,2878.658745855816,0.0,120091.33880827954,9753.216651102883,6240.113891440963,True
2574,10_053,Rm2,unknown,0.0,Rm23_B184_L-ext1,667067.6834,9238776.285,pottery,13.0,3057.8510972542267,5.0,1216.0,20605.80839889848,297.1600591475375,673.0,602424.8269155646,114890.37764618761,1.0,15036.873806640153,5668.333007646033,408.48634211365925,6929.103251652181,0.0,66472.89453881912,3274.0456270551413,3585.0673680490218,True
542,15_441,Pla1a,public_activity,3.0,411_1,667067.1067,9238893.268,pottery,14398.827693664563,2628.113909061371,1.0,906.0,20816.51804309855,1838.9350858754806,4122.0,3586001.8054746278,56756.52325661814,1.0,99200.56475014405,9501.893137569245,182.0,812.5290261458993,0.0,122683.0,9981.19759670825,14539.827614519625,True
3186,15_649,WkshpH,public_activity,4.0,215_9,667072.5764,9238704.135,pottery,14580.0,2953.767354335575,0.0,5769.475859455946,232793.15860588444,1313.8854396813576,4636.0,3102253.0217849175,65634.80085432429,1.0,65699.75880356549,43828.93869214297,228.0,6338.0,0.0,113181.0,7873.855054365871,19139.82644702082,True
3808,15_323,Songoy,unknown,4.0,15_649_2,667074.2613,9238794.777,pottery,15345.92859790625,3628.0,18398.23207808139,988.4612066290549,3074581.2293396797,3186.2502734775944,64939.0,740205.4933257918,141253.1418403518,10198.782029136986,13470.230901579791,50605.0,261.0,69835.96474360336,0.0,22631.90714308541,3451.053166177411,12272.076104838143,True
1749,15_772,Songoy,burial,0.0,796_4,667065.4146,9238773.907,pottery,14962.0,764.0,511.6478488318778,204.47276066363133,333030.1981847677,524.7716788381294,11802.0,553669.2977963884,8545.713832050864,1038.0,19625.0,4368.140953939483,4635.0,1214.899238027197,0.0,10226.523059488965,1231.0,3188.9431407791635,True
2017,15_303,Plz2,foundary,3.0,15_657_2,667089.2761,9238787.974,pottery,14756.0,4330.0,13065.291399010974,1521.1818573481949,693555.3817205739,1306.0,14309.0,754304.2302517678,69067.10084573408,11458.22996290429,9685.098501654167,44883.0,1483.0215005447067,14523.673367295218,0.0,0.0,978.9609709181173,2599.0,True
1236,15_351,Rm6,pottery_production,2.0,Cir27_B123_H-2,667085.447,9238770.692,pottery,14392.0,903.1718008823007,21683.10195194202,291.5255301336109,342694.0,538.1453255694155,8766.0,242.48340260895685,7426.133537899741,1123.5432238135918,582.1209104975374,347.0,123.5490186210161,11351.089115265466,0.0,0.0,0.0,0.0,True
7042,10_062,Rm2,unknown,0.0,10_078_a,667072.5737,9238855.511,pottery,13916.0,832.9622239998869,951.0,374.0,541511.0495352411,473.0,8995.0,372.1221017226561,14242.225623602777,5888.341498605279,7874.965860074022,334.0,1530.8010672693558,6111.256835104041,0.0,0.0,0.0,2833.0,True
2768,15_579,Plz1,foundary,0.0,609_16,667047.9647,9238767.311,pottery,14844.862219304563,729.0,0.0,3286.3963286355506,441732.0111355434,1234.6870577579552,9880.0,902870.5753248313,58003.99742687692,412.4746517685794,52362.970896237865,4951.0,41051.0069843043,1051.2669672482793,0.0,41592.061895622384,2438.6939347303496,7665.643889951702,True
1722,10_197,Rm2,foundary,4.0,860_1,667071.464,9238791.036,pottery,8015.5930784403845,2276.0,37502.89144069604,225.86038362939811,539776.3407343007,1302.0086685022352,3170.0,287.0,12343.632581364667,1.0,7330.640428230471,5698.358774331353,126.0,6941.0,0.0,10526.257111830415,476.0893918109085,0.0,True
3746,15_459,Rm4,burial,0.0,609_16,667096.1178,9238781.209,pottery,6.0,719.0,16210.022022087875,206.0,193733.34556527075,437.0,3279.0,192.0,9049.235861660938,9221.083514753589,1.0,381.0,158.0,2274.827896322347,0.0,0.0,0.0,0.0,True
3390,15_363,Rm2,pottery_production,0.0,781_10,667070.401,9238771.498,pottery,12792.840329606126,1017.7536772655349,100.0,635.0,505317.0,3218.0518756070355,20850.0,3427648.8689003102,13010.188850036704,1.0,65737.98871789643,45296.4140859517,208.0,709.0147046681659,98945.87368285409,101297.79464890168,3394.9528771407936,16877.078238884995,True
1206,15_922,Rm2,pottery_production,0.0,Plz2_B197_standard_e,667365.9124,9238787.701,pottery,7.0,17706.19857544796,1521.6353321872857,1741.8799686790553,570954.6370144361,4501.646012906856,21497.0,687093.7048346312,250404.46793731683,19810.730574370864,6973.063684196445,5909.2270006271865,1872.1928814899893,10796.0,0.0,19663.493602955212,0.0,0.0,True
7150,15_923,Rm5,foundary,2.0,276_2,667092.8455,9238529.572,pottery,14887.0,1975.7956352636966,1.0,576.0,144440.5926434745,281.0,13378.0,306.0,13603.843254460702,23262.9358215752,855.0,320.0,106.62964507783272,60764.09467001684,0.0,0.0,0.0,2700.0,True
2351,10_064,Rm23,burial,4.0,136_14,667321.8853,9238784.056,pottery,9426.916401216651,4947.516335940047,13889.422656033761,1018.4095270905045,672033.5202804038,3802.309336471898,13291.0,887033.1419202115,104766.37096980432,940.0,21132.20613537113,47263.66351859258,280.0,8435.83863307254,0.0,18544.982952246744,3678.5564420568144,3090.8211031488063,True
192,15_768,Songoy,burial,4.0,782_4,667151.1241,9238644.388,pottery,10113.0,0.0,1.0,567.0,26268.010292464143,185.0,1099.0,763020.9098499089,9525.116012780818,1.0,12014.478878630425,355.0,245.0,972.0,0.0,21400.421788361084,2895.511566235561,3777.240795849202,True
6778,10_061,Songoy,unknown,4.0,Cir48_B124_B-ext3,667075.2438,9238870.178,pottery,14158.845269428046,3198.0,20140.549825711118,635.3120793638225,285588.66548194055,849.1455736918358,5032.0,370.0,49573.65468909986,943.0,10608.0,367.0,399.0,660.836423078006,0.0,0.0,0.0,0.0,True
1114,10_069,Rm16,unknown,0.0,654_3,667098.8903,9238865.388,pottery,15824.0,2965.673695528414,274.0,1630.6380790166368,582292.461607745,279.0,3309.0,354459.87609175104,54450.99791113064,1047.0121018211726,4773.514852716299,4852.110184941199,918.9709437274205,10131.294458903267,0.0,10043.0,0.0,3078.018978690284,True
2547,15_476,Rm16,unknown,4.0,799_8,667074.4899,9238785.923,pottery,11.0,3374.0,1.0,1805.6047138561385,170551.2922083652,387.0026004890293,8818.0,347.0,64404.226019892434,9205.90771046707,8315.800426273241,410.58325266982365,1317.608154905669,3330.4623046912884,0.0,0.0,0.0,3013.54179852738,True
3277,10_053,Rm6,foundary,4.0,Plz2_B197_C-1,667070.8883,9238700.433,pottery,16714.863777291073,2061.0,0.0,1896.0,179875.14997917388,1086.0,11762.0,787156.3245310723,114395.4033821249,1109.656849592911,9686.429335409422,6848.986834683284,57.0,45203.267232538696,0.0,31166.41984639641,4091.6622054403106,16956.0,True
334,15_166,Pla1a,unknown,3.0,441_16,667072.4283,9238886.117,pottery,12496.41553431585,2552.841714490538,1.0,1375.1444996488785,34675.24082972595,377.0,3621.0,704573.0470468807,91706.00746963342,787.0301939262326,12829.216064891367,4828.1140246110535,309.0,1280.1553474073417,0.0,21691.93223929024,1065.775179943015,4759.195205447877,True
3452,10_197,Plz2,pottery_production,0.0,15_624_106,667073.0928,9238779.016,pottery,12.0,2093.764028320027,0.0,840.0,18393.482954360443,870.0,2466.0,2912293.872142923,14297.640402739498,1.0,56467.17092596746,5366.0,1.0,758.3095050727401,0.0,117394.51868215525,8882.550741873405,5800.256662397131,True
627,15_763,WkshpH,pottery_production,0.0,15_241_4,667090.1175,9238772.442,pottery,8.0,3841.497767912771,1069.0,1439.4444704980428,421011.35466544726,1517.2391866284129,9113.0,629972.4806323745,148518.69611737854,1.0,16757.711637280474,46144.80974723178,919.4712378555128,2098.9859749852594,0.0,29496.307464188285,7200.11277195788,3080.0,True
718,15_241,Rm16,foundary,1.0,WkshpH_10-192_P-ext1,667065.1675,9238772.646,pottery,16767.95959683997,2061.4431752947335,0.0,572.8434736588116,70223.98042627916,313.0,8463.0,501380.52590196143,37425.891372727274,20398.755105135235,1081.5727510240517,3457.485213368328,133.07345183323866,8400.145369339027,0.0,0.0,0.0,2747.0,True
3287,10_197,Pla1a,foundary,3.0,812_6,667071.3173,9238772.622,pottery,15145.149422594657,4637.0,300.277338353319,13392.98160932156,620379.798968203,2399.3923318596408,9379.0,3015440.628689386,238045.8617600134,1116.2094585130862,62051.906856341106,6499.742467637723,44553.24939788746,2794.808849709647,0.0,69320.58976606287,1286.9784295478821,4523.292487599605,True
1957,10_048,Rm6,foundary,0.0,PtCir51s_B56_A-2,667094.9565,9238798.646,pottery,13431.0,5311.453899918274,662.0,2806.724412364444,199627.72044239703,1386.0,16608.0,2931106.2201663456,163720.0,615.5819902648279,54207.74557568654,9960.432669356505,8075.214870567151,1351.8386087940191,0.0,117406.07208995326,2678.289584617264,5252.076751058956,True
1822,15_856,WkshpH,unknown,0.0,15_312_079,667074.9639,9238772.273,pottery,7.0,2923.274537634521,43965.68216079021,674.0,433301.0,372.954194810315,2334.0,200.33862607418592,68994.59113310195,21193.03090345466,1.0,417.0,223.0,6224.4055575614975,0.0,0.0,0.0,0.0,True
2092,15_611,Rm6,unknown,0.0,438_1,667029.2543,9238784.354,pottery,14190.203098973709,780.0,18314.894049155282,265.0,257930.8066733873,834.7995324192086,8036.0,560169.3672392883,9208.812203570691,1.0,11407.0,5280.06568765414,252.0,1233.0,0.0,0.0,0.0,3347.9825633353075,True
898,15_206,Rm6,pottery_production,0.0,740_5,667091.6698,9238784.056,pottery,15448.87059469762,1876.3661614027424,0.0,7608.0,154062.87176046148,2167.0,9940.0,3566897.0,200350.0,1.0,54089.96715434711,12624.62291887561,266.0,9481.0,0.0,115746.92750009763,10213.221604954037,19534.411227915756,True
7157,15_686,Rm16,foundary,2.0,766_2,667069.4681,9238765.65,pottery,13.0,3670.781668641732,18323.619231053694,748.0,740042.5977943811,2107.698628399112,9737.0,934494.8437714768,57974.71443471077,1.0,40908.19295168154,5429.134061348984,2367.3973820488823,1644.8574303420858,0.0,36011.162907843885,3287.2970543181027,2428.74804745268,True
341,15_843,Songoy,foundary,3.0,611_29,667092.5056,9238800.781,pottery,12870.604333048781,663.2987949612586,0.0,806.0,241284.71485580696,736.426893039361,11757.0,2818442.0,13292.484016953584,1.0,16430.40039966283,4212.953654991344,278.0,8002.507229076644,0.0,77845.23507058661,6557.473101833103,11708.290200172112,True
725,15_136,Songoy,foundary,0.0,923_15_147-e,667093.008,9238760.564,pottery,14167.929735973175,885.0,0.0,993.4262575689247,194131.7632735081,1185.0346119611904,5424.0,3504600.675624319,43359.24249456751,1.0,70906.0,43724.22209770854,1.0,3222.0,0.0,123222.5446780837,8631.0,16717.500198762176,True
318,15_583,Rm7,unknown,0.0,812_3,667431.8753,9238793.381,pottery,9947.0,1440.0,1306.0,702.0,406600.81396456534,305.0,1374.0,45499.10877881059,51518.70614051704,1072.0,12004.813254291328,4856.627211398103,1501.0272201355729,794.6506289020622,0.0,22217.893110187197,1362.5624869070261,0.0,True
161,10_159,Rm4,pottery_production,5.0,772_12,667070.9418,9238783.653,pottery,6.0,4674.42965459041,21635.216562742247,1960.7614290491429,496172.3829909505,1787.222311052802,3311.0,607601.3104439914,179951.91445405665,1.0,13182.275507370008,5432.0,711.0165794389568,2930.0,0.0,73275.65766590874,2529.2101827559254,0.0,True
1964,15_650,Rm12,pottery_production,3.0,238_12,667089.8963,9238689.468,pottery,13401.0,2704.7948697180536,1.0,1926.0,33812.31118508791,805.0,4078.0,3609721.0601544785,11841.310273094286,837.1819256435097,78417.39878823404,260.6966378930849,29510.728633149305,0.0,0.0,66197.27782224298,3696.8775488105075,13193.0,True
445,15_740,Rm5,pottery_production,3.0,Rm5_B164_H-ext3,667105.6075,9238799.554,pottery,3.0,3751.324890871085,1049.5472198158704,1976.7452023411338,323931.7724065184,750.0,930.0,602047.0166804002,73205.61967268526,1.0,11765.065922009322,6183.768214391889,1895.6939031239135,1424.0,0.0,32090.915071792133,2915.2649489952482,0.0,True
2870,15_579,Rm2,foundary,3.0,15_609_1,667063.1026,9238773.028,pottery,9605.649723647313,816.0,3848.900763074541,452.30260027461475,68507.3399900265,525.0,4161.0,508800.7216287375,47799.11410159916,1075.0,8617.282914976047,292.0,471.0,661.0,0.0,6684.786199545027,1106.519157233107,1882.7535517829047,True
7064,15_679,TAL2,unknown,6.0,812_4,667068.0846,9238784.056,pottery,13468.0,2984.7714319456827,0.0,7865.0,438274.3110032999,1080.76059261003,10685.0,765386.0338550669,207927.0,832.8454992672423,63453.67579764551,45572.650866944,1200.0909009752559,53853.114931950106,0.0,112309.0,2987.661239033196,7445.582894550333,True
1592,10_068,Rm2,burial,1.0,583_42,667074.9317,9238794.034,pottery,9945.055256646232,3109.8157273055726,486.0,687.0,25114.17111670329,148.0,835.0,435.17502281888164,50291.58009111104,1274.3935365028738,7630.7405712519785,275.0,12801.938059980017,7639.941959171842,0.0,6968.973378189996,0.0,0.0,True
647,15_772,CA1,unknown,1.0,Cor1_B170_F-extcrm2,667091.8774,9238783.682,pottery,11126.44076612048,711.0,15915.486940486811,0.0,562572.1572317622,844.0,8036.0,227.26827124206193,9204.071363313224,11096.86924377014,1.0,5612.011135424071,67.0,48378.39355081722,0.0,0.0,0.0,0.0,True
1528,10_094,Rm4,unknown,0.0,337_1,667062.7363,9238789.208,pottery,8480.236914383278,4694.779505660876,993.2532015170873,8010.0,564954.0,2431.7314796055007,3079.0,839968.3833241498,196354.59105086897,1049.0,17303.110777933878,5029.0,594.0401521314229,7623.775293182206,0.0,20093.961785651234,1077.0,2170.0,True
1540,15_854,Rm6,unknown,4.0,15_799_10,667087.9543,9238765.645,pottery,9.0,775.4257480522235,596033.972287147,0.0,514189.88011699956,391.0,3446.0,105.59014470086024,0.0,19674.617777894557,1.0,332.0,1.0,2831.0,0.0,0.0,0.0,0.0,True
12,15_767,Rm5,public_activity,4.0,923_15-069-e,667069.641,9238812.926,pottery,10261.323186742231,780.4850984281799,0.0,487.9554479090251,10468.43729461677,246.0,1623.0,329.0,9817.014646513664,959.0,7725.51417409691,265.0,18.0,9156.533379516173,0.0,10422.448982214451,859.0,4370.609290213233,True
2727,15_351,Pla1a,foundary,2.0,Cir48House_B71_A-1,667409.5159,9238805.432,pottery,9.0,836.0,595.0,449.0,214072.45519801343,370.0099696748939,8218.0,588392.4475080671,38773.641938498375,765.0,1064.1352715303533,5499.674107661361,0.0,46370.941646215695,0.0,20951.536911684212,1249.6034810261153,3996.6849062969477,True
1402,15_739,Rm13,pottery_production,0.0,680_5,667100.7647,9238769.065,pottery,14474.0,3668.0,764.2038733522086,8214.0,527464.1659907562,2203.0,14553.0,3147622.093660486,175670.47799500608,1.0,55734.30967782178,47981.26522042061,242.0,8196.213685897099,0.0,106958.31707225082,8391.58848688669,12669.651986906816,True
2978,15_136,Songoy,burial,0.0,15_241_11,666946.7452,9237877.592,pottery,15651.0,765.2121196391317,0.0,571.2575660366788,10790.812531102934,172.0,1816.0,306.0,8626.255973897849,2120.2745098909863,9336.649873021142,267.0,97.0,3085.316560571535,0.0,0.0,0.0,6726.923297774558,True
728,15_782,Rm2,foundary,3.0,15_649_4,667092.3176,9238769.958,pottery,14151.758031282421,3421.113029427621,830.0252734701962,8510.561480582975,635341.237975551,2506.0,10828.0,2984040.0,169105.0,1.0,82679.5755456388,47340.6956917453,5156.460455183198,9715.211731075913,0.0,116495.7655066788,2787.4293002933628,13252.411764507302,True
111,10_199,Songoy,foundary,4.0,772_13,667067.8186,9238784.056,pottery,8993.257808099215,0.0,25593.2782542981,0.0,89868.70507866115,180.0,7214.0,130.96305296336874,0.0,22217.979308850645,1.0,213.58710420517838,1.0,3540.3943022467274,0.0,0.0,0.0,0.0,True
1524,15_323,Rm2,residential,0.0,15_812_5,667072.3773,9238791.686,pottery,12898.629135586882,2723.5166740228815,0.0,6224.199816363575,24142.659049150257,282.0,1338.0,825915.2963350359,15213.416544473519,6886.890254699727,8826.889134507537,238.3832332491472,1871.9557149934362,0.0,0.0,37351.386257602724,597.0798337911715,5000.0,True
1891,15_613,Songoy,foundary,0.0,10_062_g,667089.8508,9238785.353,pottery,13989.5725109873,701.0,0.0,7802.089592604474,50415.69874543599,2304.556398385178,11068.0,4256454.0,53856.55816006407,1.0,126178.55337839483,5836.957846510011,435.0,2549.634723279549,0.0,137553.02402720248,11196.1143154567,56960.41694919217,True
193,15_441,Rm6,burial,4.0,782_1,667070.5475,9238760.291,pottery,10.0,5203.423973524572,947.109681739496,9344.533959726701,646411.7444885427,1647.4225259887698,3308.0,3194006.0,243666.84060416627,1.0,27718.437917147217,5982.56815584345,6649.7341774613005,11113.0,0.0,91949.57295018785,2848.0,3255.668345553652,True
2082,15_796,Rm16,pottery_production,3.0,15_215_9,667088.3424,9238771.066,pottery,15463.735945761575,3307.0,1.0,1833.0,295912.98992686265,1316.5700195633908,8112.0,2777933.654507656,42937.87835438273,826.0,70822.50381508372,4671.730420704619,197.0,4741.573675345163,0.0,39677.77029222168,602.4138431608881,11809.0,True
2122,10_184,Songoy,pottery_production,2.0,649_5,667071.9861,9238857.835,pottery,13771.785869049812,751.0,200.93057337600703,1455.0680161023888,27285.76376391676,212.0,3184.0,586441.3514786287,11210.170625121113,1.0,8694.932868570335,238.58253970773745,325.0,1273.6993414790732,0.0,11947.723868554516,862.989536750026,6463.666090044178,True
7092,15_609,Rm5,unknown,0.0,Pla2_B171_F-ext1,667074.4602,9238886.767,pottery,15922.014148736522,2951.0,0.0,647.0,26022.430750700874,346.0,11607.0,585429.8042269147,64085.79628319065,13830.265477732688,9864.285866329654,4671.611554264232,4899.439097711018,10470.682375033099,0.0,20384.81855716637,1.0,5563.66068088537,True
2207,15_799,Rm12,foundary,4.0,136_31,667072.2158,9238783.373,pottery,13431.0,845.0,12243.705288286934,239.0,217229.1408630937,178.0,8732.0,153.89446042565535,0.0,111889.93648045132,1.0,193.3858474434626,68.0,3093.370080779654,0.0,0.0,0.0,0.0,True
